,L,max_stay_counter,m,n,quench,struc_count,ITC
507,6,6,0.5,1.7,0.4,85.8,227.0743403
508,6,6,0.5,1.7,0.5,75.38,233.0024936
509,6,6,0.5,1.7,0.65,81.4,230.3523808
510,6,6,0.5,1.7,0.8,87.66,229.2510647
511,6,6,0.5,1.7,1,80.02,230.0320292
512,6,6,0.5,1.7,2,84.1,224.7355806
513,6,6,0.5,1.8,0.1,81.94,229.2272554
514,6,6,0.5,1.8,0.2,82.32,232.0939214
515,6,6,0.5,1.8,0.3,80.08,230.2664599
516,6,6,0.5,1.8,0.4,73.88,228.0498799
517,6,6,0.5,1.8,0.5,75.02,228.3334364
518,6,6,0.5,1.8,0.65,73.66,230.6080573
519,6,6,0.5,1.8,0.8,77,230.3986882
520,6,6,0.5,1.8,1,76.02,230.5071953
521,6,6,0.5,1.8,2,80.5,229.976263
522,6,6,0.5,1.9,0.1,74.96,231.4573079
523,6,6,0.5,1.9,0.2,82.12,228.3400646
524,6,6,0.5,1.9,0.3,79.58,230.6820732
525,6,6,0.5,1.9,0.4,87.08,229.8869473
526,6,6,0.5,1.9,0.5,76.32,233.4605796
527,6,6,0.5,1.9,0.65,69.22,233.2071662
528,6,6,0.5,1.9,0.8,78.94,230.8449396
529,6,6,0.5,1.9,1,80.64,231.1723608
530,6,6,0.5,1.9,2,93.3,228.7053154
531,6,6,0.5,2,0.1,83.66,227.5756684
532,6,6,0.5,2,0.2,79.06,229.8605304
533,6,6,0.5,2,0.3,76.06,235.6821652
534,6,6,0.5,2,0.4,77.2,231.4207928
535,6,6,0.5,2,0.5,75.22,230.6850903
536,6,6,0.5,2,0.65,79.08,231.3068678
537,6,6,0.5,2,0.8,81.2,230.8704636
538,6,6,0.5,2,1,83.66,225.8121165
539,6,6,0.5,2,2,81.58,228.6237282
540,6,6,1,0.1,0.1,78.72,228.9948288
541,6,6,1,0.1,0.2,76.06,227.4012217
542,6,6,1,0.1,0.3,81.08,226.8912138
543,6,6,1,0.1,0.4,81.84,227.9632213
544,6,6,1,0.1,0.5,81.5,226.6582266
545,6,6,1,0.1,0.65,82.22,225.2384471
546,6,6,1,0.1,0.8,86.72,225.8294082
547,6,6,1,0.1,1,70.06,225.8774872
548,6,6,1,0.1,2,30.38,231.3511914
549,6,6,1,0.2,0.1,79.78,231.9201032
550,6,6,1,0.2,0.2,86.1,227.8993537
551,6,6,1,0.2,0.3,80.78,229.4550993
552,6,6,1,0.2,0.4,88.14,226.6072139
553,6,6,1,0.2,0.5,83.18,225.1264544
554,6,6,1,0.2,0.65,89.58,224.4579152
555,6,6,1,0.2,0.8,81.96,220.5169528
556,6,6,1,0.2,1,76.34,223.1007599
557,6,6,1,0.2,2,31.4,231.4477779
558,6,6,1,0.3,0.1,82.76,229.5808846
559,6,6,1,0.3,0.2,82.08,231.1071466
560,6,6,1,0.3,0.3,85.58,225.7931501
561,6,6,1,0.3,0.4,88.2,226.8256017
562,6,6,1,0.3,0.5,86.64,226.0989505
563,6,6,1,0.3,0.65,83.38,227.5437007
564,6,6,1,0.3,0.8,86.96,225.1304261
565,6,6,1,0.3,1,71.48,224.7138846
566,6,6,1,0.3,2,34.5,231.4444184
567,6,6,1,0.4,0.1,72.2,228.6406979
568,6,6,1,0.4,0.2,72.76,231.3151692
569,6,6,1,0.4,0.3,83.14,228.5534807
570,6,6,1,0.4,0.4,82.58,228.4123868
571,6,6,1,0.4,0.5,82.84,224.0102413
572,6,6,1,0.4,0.65,89.34,224.4160901
573,6,6,1,0.4,0.8,87.42,223.1420447
574,6,6,1,0.4,1,81.46,225.779144
575,6,6,1,0.4,2,37.02,231.443636
576,6,6,1,0.5,0.1,78.42,229.6863414
577,6,6,1,0.5,0.2,82.5,230.4465679
578,6,6,1,0.5,0.3,78.06,229.5400256
579,6,6,1,0.5,0.4,82.82,225.7620252
580,6,6,1,0.5,0.5,90.7,225.0621895
581,6,6,1,0.5,0.65,85.56,225.8349651
582,6,6,1,0.5,0.8,88.5,227.6466631
583,6,6,1,0.5,1,79.12,223.6718596
584,6,6,1,0.5,2,40.12,230.2160824
585,6,6,1,0.6,0.1,78.56,229.8610193
586,6,6,1,0.6,0.2,86.6,227.3374958
587,6,6,1,0.6,0.3,77.54,231.51064
588,6,6,1,0.6,0.4,83.64,229.8793686
589,6,6,1,0.6,0.5,88.02,227.3897825
590,6,6,1,0.6,0.65,88.22,224.5781748
591,6,6,1,0.6,0.8,86.32,226.6544969
592,6,6,1,0.6,1,81.46,223.6252661
593,6,6,1,0.6,2,45.08,232.6904387
594,6,6,1,0.7,0.1,73.88,230.3825084
595,6,6,1,0.7,0.2,81.5,231.6509867
596,6,6,1,0.7,0.3,87.92,226.0876618
597,6,6,1,0.7,0.4,87.1,228.1405
598,6,6,1,0.7,0.5,83.92,225.2319526
599,6,6,1,0.7,0.65,84.1,226.9574104
600,6,6,1,0.7,0.8,81.46,224.5335265
601,6,6,1,0.7,1,81.12,223.5261188
602,6,6,1,0.7,2,49.88,228.9432398
603,6,6,1,0.8,0.1,82.16,229.2237684
604,6,6,1,0.8,0.2,77,230.0668946
605,6,6,1,0.8,0.3,83.12,230.2598297
606,6,6,1,0.8,0.4,79.88,229.2396221
607,6,6,1,0.8,0.5,85.46,230.5367385
608,6,6,1,0.8,0.65,81.42,229.5084911
609,6,6,1,0.8,0.8,97,224.3449869
610,6,6,1,0.8,1,90.12,224.965727
611,6,6,1,0.8,2,52.72,226.9487401
612,6,6,1,0.9,0.1,86.08,230.4762934
613,6,6,1,0.9,0.2,84.46,230.1201976
614,6,6,1,0.9,0.3,85.16,226.5710114
615,6,6,1,0.9,0.4,83.68,225.1507566
616,6,6,1,0.9,0.5,82.5,226.7257005
617,6,6,1,0.9,0.65,87.58,226.7403087
618,6,6,1,0.9,0.8,85.56,226.8365094
619,6,6,1,0.9,1,75.92,226.0100586
620,6,6,1,0.9,2,56.9,226.642735
621,6,6,1,1,0.1,79.72,229.5485006
622,6,6,1,1,0.2,93.72,227.6480761
623,6,6,1,1,0.3,81.86,231.4129375
624,6,6,1,1,0.4,84.04,229.6141628
625,6,6,1,1,0.5,82.08,225.7056603
626,6,6,1,1,0.65,84.12,227.5978153
627,6,6,1,1,0.8,82.96,226.6335982
628,6,6,1,1,1,91.86,224.3413684
629,6,6,1,1,2,59.32,225.7443917
630,6,6,1,1.1,0.1,85.2,227.6631134
631,6,6,1,1.1,0.2,89.26,226.3001992
632,6,6,1,1.1,0.3,77.62,225.459151
633,6,6,1,1.1,0.4,68.16,230.7575583
634,6,6,1,1.1,0.5,81.48,228.5038911
635,6,6,1,1.1,0.65,83.28,226.2794402
636,6,6,1,1.1,0.8,86.24,229.1201517
637,6,6,1,1.1,1,87.14,224.3172316
638,6,6,1,1.1,2,64.48,230.1048423
639,6,6,1,1.2,0.1,82.54,228.3411019
640,6,6,1,1.2,0.2,83.56,230.4878872
641,6,6,1,1.2,0.3,81.7,226.9708673
642,6,6,1,1.2,0.4,81.14,229.7206048
643,6,6,1,1.2,0.5,80.14,230.9276875
644,6,6,1,1.2,0.65,84.44,229.486987
645,6,6,1,1.2,0.8,89.76,226.4541954
646,6,6,1,1.2,1,87.54,225.7712724
647,6,6,1,1.2,2,68.54,221.8611535
648,6,6,1,1.3,0.1,87,226.963372
649,6,6,1,1.3,0.2,78.32,228.5264651
650,6,6,1,1.3,0.3,82.76,229.3538739
651,6,6,1,1.3,0.4,80.1,230.2587524
652,6,6,1,1.3,0.5,84.14,228.3253967
653,6,6,1,1.3,0.65,74.4,229.0847933
654,6,6,1,1.3,0.8,85.1,227.082502
655,6,6,1,1.3,1,79.52,228.5959784
656,6,6,1,1.3,2,68.42,225.0147742
657,6,6,1,1.4,0.1,79.12,232.4950167
658,6,6,1,1.4,0.2,81.4,229.261752
659,6,6,1,1.4,0.3,85.08,228.1974852
660,6,6,1,1.4,0.4,75.18,231.3201322
661,6,6,1,1.4,0.5,87.22,226.8644796
662,6,6,1,1.4,0.65,86.4,227.9242729
663,6,6,1,1.4,0.8,84.02,230.1595786
664,6,6,1,1.4,1,91.28,228.8709318
665,6,6,1,1.4,2,73.06,227.0900251
666,6,6,1,1.5,0.1,83.88,230.503187
667,6,6,1,1.5,0.2,79.38,228.2535599
668,6,6,1,1.5,0.3,79.56,228.0001866
669,6,6,1,1.5,0.4,78.74,230.9086201
670,6,6,1,1.5,0.5,89.5,227.6552249
671,6,6,1,1.5,0.65,82.18,225.6454139
672,6,6,1,1.5,0.8,81.08,228.51683
673,6,6,1,1.5,1,86.32,224.8651695
674,6,6,1,1.5,2,75.42,226.2788585
675,6,6,1,1.6,0.1,76.48,232.7339622
676,6,6,1,1.6,0.2,86.14,228.8558802
677,6,6,1,1.6,0.3,83.72,231.5007717
678,6,6,1,1.6,0.4,82.08,229.3442877
679,6,6,1,1.6,0.5,82.88,227.8611647
680,6,6,1,1.6,0.65,80.9,228.7475934
681,6,6,1,1.6,0.8,90.84,226.3359759
682,6,6,1,1.6,1,76.86,229.0614511
683,6,6,1,1.6,2,78.6,226.1302137
684,6,6,1,1.7,0.1,78.4,235.0070671
685,6,6,1,1.7,0.2,74.22,230.7065924
686,6,6,1,1.7,0.3,81.66,228.4199411
687,6,6,1,1.7,0.4,81.2,228.8140605
688,6,6,1,1.7,0.5,83.94,228.3153677
689,6,6,1,1.7,0.65,72.4,228.0384075
690,6,6,1,1.7,0.8,82.42,228.3452736
691,6,6,1,1.7,1,79.72,228.4931421
692,6,6,1,1.7,2,82.34,225.0136359
693,6,6,1,1.8,0.1,76.84,233.0254534
694,6,6,1,1.8,0.2,85.26,226.9678814
695,6,6,1,1.8,0.3,75.82,230.7585713
696,6,6,1,1.8,0.4,80.24,229.7407224
697,6,6,1,1.8,0.5,75.78,227.4253531
698,6,6,1,1.8,0.65,86.7,225.934429
699,6,6,1,1.8,0.8,87.26,226.1251247
700,6,6,1,1.8,1,79.72,231.5204188
701,6,6,1,1.8,2,85.76,229.8649659
702,6,6,1,1.9,0.1,82.12,231.6382681
703,6,6,1,1.9,0.2,82,229.6868241
704,6,6,1,1.9,0.3,80.86,230.8404926
705,6,6,1,1.9,0.4,75.32,230.8368104
706,6,6,1,1.9,0.5,84.5,229.9859733
707,6,6,1,1.9,0.65,82.48,229.9584729
708,6,6,1,1.9,0.8,84.04,229.0236811
709,6,6,1,1.9,1,85.22,227.0965156
710,6,6,1,1.9,2,73.9,229.7252918
711,6,6,1,2,0.1,79.9,227.8141373
712,6,6,1,2,0.2,80.38,228.8552354
713,6,6,1,2,0.3,81.16,227.7273248
714,6,6,1,2,0.4,78.9,228.0576362
715,6,6,1,2,0.5,79.5,230.539405
716,6,6,1,2,0.65,76.64,232.8538882
717,6,6,1,2,0.8,76.86,232.1790565
718,6,6,1,2,1,87.6,228.9533793
719,6,6,1,2,2,78.82,230.9212309
720,6,6,2,0.1,0.1,83.28,225.7035205
721,6,6,2,0.1,0.2,86.64,227.7557493
722,6,6,2,0.1,0.3,86.22,223.1982149
723,6,6,2,0.1,0.4,82.5,224.4229291
724,6,6,2,0.1,0.5,76.66,224.1527183
725,6,6,2,0.1,0.65,76.04,222.3124134
726,6,6,2,0.1,0.8,66.28,222.9024788
727,6,6,2,0.1,1,49.78,227.3912137
728,6,6,2,0.1,2,22.02,239.3048291
729,6,6,2,0.2,0.1,82.74,222.3618389
730,6,6,2,0.2,0.2,90.88,224.0110129
731,6,6,2,0.2,0.3,78.38,225.8523415
732,6,6,2,0.2,0.4,89.34,222.5762049
733,6,6,2,0.2,0.5,85.82,221.4403962
734,6,6,2,0.2,0.65,73.84,222.5792504
735,6,6,2,0.2,0.8,65.8,224.5821336
736,6,6,2,0.2,1,53.84,224.7987214
737,6,6,2,0.2,2,22.9,243.7173778
738,6,6,2,0.3,0.1,88.8,226.34743
739,6,6,2,0.3,0.2,90.88,226.1003777
740,6,6,2,0.3,0.3,84.12,226.8909148
741,6,6,2,0.3,0.4,82.88,224.6228414
742,6,6,2,0.3,0.5,80.72,223.454922
743,6,6,2,0.3,0.65,79.64,224.6802382
744,6,6,2,0.3,0.8,71.6,220.4354877
745,6,6,2,0.3,1,57.32,226.11328
746,6,6,2,0.3,2,26.04,241.1550321
747,6,6,2,0.4,0.1,84.7,226.9660616
748,6,6,2,0.4,0.2,86.2,227.1306197
749,6,6,2,0.4,0.3,83.14,226.9955946
750,6,6,2,0.4,0.4,87.66,224.483669
751,6,6,2,0.4,0.5,84.1,223.4773835
752,6,6,2,0.4,0.65,82.9,221.8107754
753,6,6,2,0.4,0.8,71.02,223.2779349
754,6,6,2,0.4,1,61.16,222.0026074
755,6,6,2,0.4,2,27.22,236.6750494
756,6,6,2,0.5,0.1,82.52,225.1667134
757,6,6,2,0.5,0.2,82.94,226.7322194
758,6,6,2,0.5,0.3,83.38,225.9688057
759,6,6,2,0.5,0.4,94.94,221.5854672
760,6,6,2,0.5,0.5,89.76,223.8261168
761,6,6,2,0.5,0.65,81.94,227.1339494
762,6,6,2,0.5,0.8,78.86,222.8594678
763,6,6,2,0.5,1,62.18,224.931208
764,6,6,2,0.5,2,31.22,237.7057132
765,6,6,2,0.6,0.1,82.42,224.8020131
766,6,6,2,0.6,0.2,79.96,224.3953121
767,6,6,2,0.6,0.3,82.08,226.4690836
768,6,6,2,0.6,0.4,90.4,221.964558
769,6,6,2,0.6,0.5,79.82,227.9320869
770,6,6,2,0.6,0.65,84.28,224.3666652
771,6,6,2,0.6,0.8,82.12,221.4606623
772,6,6,2,0.6,1,64,227.0340881
773,6,6,2,0.6,2,32.22,238.1160069
774,6,6,2,0.7,0.1,84.08,225.0090614
775,6,6,2,0.7,0.2,75.8,228.8134787
776,6,6,2,0.7,0.3,84.68,224.6116239
777,6,6,2,0.7,0.4,76.9,228.2663809
778,6,6,2,0.7,0.5,80.26,226.8131272
779,6,6,2,0.7,0.65,88.72,222.7423264
780,6,6,2,0.7,0.8,79.4,223.2349863
781,6,6,2,0.7,1,74.6,219.1510899
782,6,6,2,0.7,2,36.22,231.5323665
783,6,6,2,0.8,0.1,84.66,225.8079359
784,6,6,2,0.8,0.2,84.32,223.4681166
785,6,6,2,0.8,0.3,88.92,225.4979909
786,6,6,2,0.8,0.4,87.08,223.3032521
787,6,6,2,0.8,0.5,83.36,226.224091
788,6,6,2,0.8,0.65,84.38,223.5153142
789,6,6,2,0.8,0.8,80.74,222.2632509
790,6,6,2,0.8,1,73.9,222.5774449
791,6,6,2,0.8,2,40.6,226.7872771
792,6,6,2,0.9,0.1,81.66,228.5739549
793,6,6,2,0.9,0.2,83.26,226.3860157
794,6,6,2,0.9,0.3,79.2,227.8166452
795,6,6,2,0.9,0.4,84.84,224.7213908
796,6,6,2,0.9,0.5,81.1,224.7339426
797,6,6,2,0.9,0.65,88.56,221.8553641
798,6,6,2,0.9,0.8,83.54,225.5002751
799,6,6,2,0.9,1,80.36,223.2476995
800,6,6,2,0.9,2,41.98,231.7823899
801,6,6,2,1,0.1,84.52,225.1581218
802,6,6,2,1,0.2,79.24,225.7095975
803,6,6,2,1,0.3,82.04,224.4847416
804,6,6,2,1,0.4,82.86,225.1972071
805,6,6,2,1,0.5,82.72,226.6031506
806,6,6,2,1,0.65,85.84,226.7952911
807,6,6,2,1,0.8,86.34,221.8842503
808,6,6,2,1,1,76.88,225.2155551
809,6,6,2,1,2,46.74,229.9147202
810,6,6,2,1.1,0.1,85.18,225.0677905
811,6,6,2,1.1,0.2,80.36,225.3648501
812,6,6,2,1.1,0.3,78.58,228.6409955
813,6,6,2,1.1,0.4,86.14,225.5357718
814,6,6,2,1.1,0.5,83.18,225.3831072
815,6,6,2,1.1,0.65,78.4,225.7961123
816,6,6,2,1.1,0.8,85.98,223.5929011
817,6,6,2,1.1,1,78.84,226.5361981
818,6,6,2,1.1,2,50.38,229.7318569
819,6,6,2,1.2,0.1,77.24,228.8778169
820,6,6,2,1.2,0.2,89.34,224.9943054
821,6,6,2,1.2,0.3,84,226.8579444
822,6,6,2,1.2,0.4,92.5,224.7506865
823,6,6,2,1.2,0.5,80.66,224.5630459
824,6,6,2,1.2,0.65,86.36,224.1164622
825,6,6,2,1.2,0.8,79.52,226.5478102
826,6,6,2,1.2,1,79.46,223.219793
827,6,6,2,1.2,2,54.22,222.9973378
828,6,6,2,1.3,0.1,82.86,228.108053
829,6,6,2,1.3,0.2,82.1,227.6931285
830,6,6,2,1.3,0.3,87.64,223.9338795
831,6,6,2,1.3,0.4,83.92,223.5820775
832,6,6,2,1.3,0.5,86.84,224.5179636
833,6,6,2,1.3,0.65,80.76,226.7542097
834,6,6,2,1.3,0.8,88.02,226.5103677
835,6,6,2,1.3,1,84.08,224.7289206
836,6,6,2,1.3,2,59.02,223.636026
837,6,6,2,1.4,0.1,90.32,225.3697656
838,6,6,2,1.4,0.2,83.48,225.6411832
839,6,6,2,1.4,0.3,88.28,225.5329337
840,6,6,2,1.4,0.4,84.14,226.4892649
841,6,6,2,1.4,0.5,82.58,225.6075354
842,6,6,2,1.4,0.65,92.86,224.9186962
843,6,6,2,1.4,0.8,84.04,225.5486213
844,6,6,2,1.4,1,81.08,223.7391376
845,6,6,2,1.4,2,63.02,225.4398172
846,6,6,2,1.5,0.1,76.64,225.2547469
847,6,6,2,1.5,0.2,81.58,225.9047272
848,6,6,2,1.5,0.3,82.36,225.8327128
849,6,6,2,1.5,0.4,83.98,228.848433
850,6,6,2,1.5,0.5,84.92,221.8469284
851,6,6,2,1.5,0.65,79.2,228.2404942
852,6,6,2,1.5,0.8,80.62,225.242406
853,6,6,2,1.5,1,84.58,223.3876136
854,6,6,2,1.5,2,66.64,226.6279932
855,6,6,2,1.6,0.1,83.1,228.1724989
856,6,6,2,1.6,0.2,82.18,226.0279212
857,6,6,2,1.6,0.3,84.42,227.8777269
858,6,6,2,1.6,0.4,88.24,228.2162767
859,6,6,2,1.6,0.5,81.48,224.8293562
860,6,6,2,1.6,0.65,87.84,226.7801039
861,6,6,2,1.6,0.8,81.22,226.3149979
862,6,6,2,1.6,1,77.1,226.9619441
863,6,6,2,1.6,2,70.56,226.2886135
864,6,6,2,1.7,0.1,79.36,223.7954157
865,6,6,2,1.7,0.2,88.12,226.9033277
866,6,6,2,1.7,0.3,83.44,226.8180705
867,6,6,2,1.7,0.4,82.14,226.8833233
868,6,6,2,1.7,0.5,81.32,225.2774694
869,6,6,2,1.7,0.65,80.72,227.7399641
870,6,6,2,1.7,0.8,76.32,229.9612636
871,6,6,2,1.7,1,91.14,225.2383563
872,6,6,2,1.7,2,69.02,227.860627
873,6,6,2,1.8,0.1,84.5,226.4925322
874,6,6,2,1.8,0.2,77.22,226.3257883
875,6,6,2,1.8,0.3,86.16,227.5347192
876,6,6,2,1.8,0.4,88.46,225.0403301
877,6,6,2,1.8,0.5,85.28,227.9372722
878,6,6,2,1.8,0.65,87.36,228.3318153
879,6,6,2,1.8,0.8,82.04,228.0965229
880,6,6,2,1.8,1,93.86,224.0276164
881,6,6,2,1.8,2,75.02,224.3988777
882,6,6,2,1.9,0.1,83.74,229.7389413
883,6,6,2,1.9,0.2,80.94,226.7842946
884,6,6,2,1.9,0.3,93.34,226.4044898
885,6,6,2,1.9,0.4,83.28,228.9919012
886,6,6,2,1.9,0.5,85.82,226.5458969
887,6,6,2,1.9,0.65,83.82,227.9611975
888,6,6,2,1.9,0.8,84.98,225.3090147
889,6,6,2,1.9,1,80.62,230.6555722
890,6,6,2,1.9,2,76.24,227.2845806
891,6,6,2,2,0.1,78.3,230.124168
892,6,6,2,2,0.2,86.24,226.7742873
893,6,6,2,2,0.3,81,230.0951015
894,6,6,2,2,0.4,85.12,227.9566698
895,6,6,2,2,0.5,88.18,226.2717747
896,6,6,2,2,0.65,79.52,227.3088896
897,6,6,2,2,0.8,83.7,226.8047383
898,6,6,2,2,1,83.86,230.3142907
899,6,6,2,2,2,79,228.7023451
900,6,12,0.01,0.1,0.1,147,225.7116369
901,6,12,0.01,0.1,0.2,150.56,224.6371635
902,6,12,0.01,0.1,0.3,140.12,227.4651252
903,6,12,0.01,0.1,0.4,146.86,225.6318871
904,6,12,0.01,0.1,0.5,142.02,226.4723468
905,6,12,0.01,0.1,0.65,136.96,224.6547495
906,6,12,0.01,0.1,0.8,141.2,226.263499
907,6,12,0.01,0.1,1,144.62,224.7487304
908,6,12,0.01,0.1,2,144.2,220.8323658
909,6,12,0.01,0.2,0.1,141.24,227.827226
910,6,12,0.01,0.2,0.2,146.42,227.0751871
911,6,12,0.01,0.2,0.3,140.06,228.0846003
912,6,12,0.01,0.2,0.4,137.52,226.8796499
913,6,12,0.01,0.2,0.5,152.98,224.0541567
914,6,12,0.01,0.2,0.65,138.46,227.5632596
915,6,12,0.01,0.2,0.8,142.48,226.8111807
916,6,12,0.01,0.2,1,128.36,228.4209005
917,6,12,0.01,0.2,2,136.34,223.701634
918,6,12,0.01,0.3,0.1,143.16,224.0721664
919,6,12,0.01,0.3,0.2,145.98,223.6295992
920,6,12,0.01,0.3,0.3,147.94,220.240263
921,6,12,0.01,0.3,0.4,140.8,224.1824757
922,6,12,0.01,0.3,0.5,131.22,224.1297768
923,6,12,0.01,0.3,0.65,134.96,227.0948721
924,6,12,0.01,0.3,0.8,132.74,226.5594962
925,6,12,0.01,0.3,1,148.92,226.2724846
926,6,12,0.01,0.3,2,150.38,223.5037197
927,6,12,0.01,0.4,0.1,144.14,227.6961619
928,6,12,0.01,0.4,0.2,154.14,227.139094
929,6,12,0.01,0.4,0.3,146.94,224.7928099
930,6,12,0.01,0.4,0.4,132.98,226.6700997
931,6,12,0.01,0.4,0.5,133.7,226.2702974
932,6,12,0.01,0.4,0.65,147.18,227.9270826
933,6,12,0.01,0.4,0.8,144.94,224.3543168
934,6,12,0.01,0.4,1,156.2,224.0140266
935,6,12,0.01,0.4,2,146.14,222.2404118
936,6,12,0.01,0.5,0.1,148.94,226.270574
937,6,12,0.01,0.5,0.2,137.62,227.8193362
938,6,12,0.01,0.5,0.3,151.22,224.2958197
939,6,12,0.01,0.5,0.4,144.62,227.1068666
940,6,12,0.01,0.5,0.5,129.62,224.8105586
941,6,12,0.01,0.5,0.65,138.64,226.1329264
942,6,12,0.01,0.5,0.8,139.94,227.4552908
943,6,12,0.01,0.5,1,156,224.6222353
944,6,12,0.01,0.5,2,157.98,223.657263
945,6,12,0.01,0.6,0.1,136.98,225.1903884
946,6,12,0.01,0.6,0.2,139.82,226.3924852
947,6,12,0.01,0.6,0.3,135.36,227.6801889
948,6,12,0.01,0.6,0.4,137.2,228.4267652
949,6,12,0.01,0.6,0.5,143.42,226.5007163
950,6,12,0.01,0.6,0.65,141.54,229.0237665
951,6,12,0.01,0.6,0.8,146.86,225.379204
952,6,12,0.01,0.6,1,130.98,226.9615217
953,6,12,0.01,0.6,2,141.8,224.0379627
954,6,12,0.01,0.7,0.1,143.82,226.2019509
955,6,12,0.01,0.7,0.2,153.76,222.6637672
956,6,12,0.01,0.7,0.3,145.16,226.0524288
957,6,12,0.01,0.7,0.4,135.24,224.9191661
958,6,12,0.01,0.7,0.5,137.1,227.2935973
959,6,12,0.01,0.7,0.65,140.56,224.5083876
960,6,12,0.01,0.7,0.8,138.6,228.5565195
961,6,12,0.01,0.7,1,138.78,224.4927468
962,6,12,0.01,0.7,2,145.64,225.2828921
963,6,12,0.01,0.8,0.1,134.32,227.8069491
964,6,12,0.01,0.8,0.2,148.42,225.5860381
965,6,12,0.01,0.8,0.3,143.74,224.6395833
966,6,12,0.01,0.8,0.4,144.94,223.6253522
967,6,12,0.01,0.8,0.5,153.16,226.2578188
968,6,12,0.01,0.8,0.65,143.32,227.2314525
969,6,12,0.01,0.8,0.8,138.32,228.7037743
970,6,12,0.01,0.8,1,134.46,227.4571357
971,6,12,0.01,0.8,2,137.76,227.558319
972,6,12,0.01,0.9,0.1,145.96,225.2441213
973,6,12,0.01,0.9,0.2,136.1,228.0088548
974,6,12,0.01,0.9,0.3,145.64,227.0018899
975,6,12,0.01,0.9,0.4,142.46,224.0660902
976,6,12,0.01,0.9,0.5,147.4,226.9221008
977,6,12,0.01,0.9,0.65,152.9,226.5110274
978,6,12,0.01,0.9,0.8,126.18,225.2235643
979,6,12,0.01,0.9,1,129.3,228.4616801
980,6,12,0.01,0.9,2,127.92,229.0695878
981,6,12,0.01,1,0.1,136.66,226.873335
982,6,12,0.01,1,0.2,136.2,224.732034
983,6,12,0.01,1,0.3,129.26,227.0427333
984,6,12,0.01,1,0.4,149,225.4498292
985,6,12,0.01,1,0.5,146.46,229.5156237
986,6,12,0.01,1,0.65,134.46,227.7019628
987,6,12,0.01,1,0.8,132.42,226.466379
988,6,12,0.01,1,1,152.6,227.727177
989,6,12,0.01,1,2,144.64,225.556758
990,6,12,0.01,1.1,0.1,137.18,225.6044417
991,6,12,0.01,1.1,0.2,133.36,228.2956013
992,6,12,0.01,1.1,0.3,133.68,225.866227
993,6,12,0.01,1.1,0.4,139.68,224.3520191
994,6,12,0.01,1.1,0.5,142.96,225.3379457
995,6,12,0.01,1.1,0.65,142.38,227.2560673
996,6,12,0.01,1.1,0.8,134.68,226.946862
997,6,12,0.01,1.1,1,127.7,227.471531
998,6,12,0.01,1.1,2,156.86,223.4184626
999,6,12,0.01,1.2,0.1,143.2,226.6142976
1000,6,12,0.01,1.2,0.2,140.98,225.9975481
1001,6,12,0.01,1.2,0.3,141.9,225.0780364
1002,6,12,0.01,1.2,0.4,139.78,227.1482958
1003,6,12,0.01,1.2,0.5,144.18,226.639726
1004,6,12,0.01,1.2,0.65,144.52,226.7015976
1005,6,12,0.01,1.2,0.8,143.32,223.123915
1006,6,12,0.01,1.2,1,138.14,226.2098862
1007,6,12,0.01,1.2,2,151.44,226.1162015
1008,6,12,0.01,1.3,0.1,137.64,226.0171776
1009,6,12,0.01,1.3,0.2,137.88,227.197962
1010,6,12,0.01,1.3,0.3,151.86,227.02531
1011,6,12,0.01,1.3,0.4,137.2,225.7059376
1012,6,12,0.01,1.3,0.5,148.62,224.9388443
1013,6,12,0.01,1.3,0.65,141.5,223.0792232
1014,6,12,0.01,1.3,0.8,138.9,224.4848969
1015,6,12,0.01,1.3,1,134.54,227.5111309
1016,6,12,0.01,1.3,2,144.74,225.7263807
1017,6,12,0.01,1.4,0.1,145.38,222.2908631
1018,6,12,0.01,1.4,0.2,145.5,225.1154437
1019,6,12,0.01,1.4,0.3,134.54,228.2306164
1020,6,12,0.01,1.4,0.4,154.66,226.1342363
1021,6,12,0.01,1.4,0.5,140.2,225.4557448
1022,6,12,0.01,1.4,0.65,145.84,224.6189653
1023,6,12,0.01,1.4,0.8,151.16,225.5454245
1024,6,12,0.01,1.4,1,153.96,225.4187002
1025,6,12,0.01,1.4,2,146.32,223.8895885
1026,6,12,0.01,1.5,0.1,135.5,225.9209579
1027,6,12,0.01,1.5,0.2,145.84,226.7869388
1028,6,12,0.01,1.5,0.3,141,228.8854762
1029,6,12,0.01,1.5,0.4,143.14,225.8797239
1030,6,12,0.01,1.5,0.5,129.84,227.1477331
1031,6,12,0.01,1.5,0.65,142.06,224.4981091
1032,6,12,0.01,1.5,0.8,146.5,228.5351977
1033,6,12,0.01,1.5,1,150,226.1335651
1034,6,12,0.01,1.5,2,150.88,224.1037219
1035,6,12,0.01,1.6,0.1,136.48,227.2310749
1036,6,12,0.01,1.6,0.2,151.88,225.4809318
1037,6,12,0.01,1.6,0.3,144.66,224.8365809
1038,6,12,0.01,1.6,0.4,143.76,227.2371064
1039,6,12,0.01,1.6,0.5,140.3,225.4266545
1040,6,12,0.01,1.6,0.65,141.44,226.3102539
1041,6,12,0.01,1.6,0.8,130.76,229.2505467
1042,6,12,0.01,1.6,1,140.16,228.393691
1043,6,12,0.01,1.6,2,143.92,226.1460288
1044,6,12,0.01,1.7,0.1,132.36,227.8076515
